SIMULATION_RESULTS
Timestamp,2025-04-14 23:59:58

CLOUDLET_EXECUTION_SUMMARY
Total_Cloudlets,Executed_Cloudlets,Average_Execution_Time
20,20,26.03

VM_EXECUTION_DETAILS
VM_ID,Execution_Time,Cloudlet_Count
0,0,4
1,0,4
2,0,4
3,0,4
4,0,4

AUTO_SCALING_STATISTICS
VM_ID,Original_PEs,Final_PEs,Scaling_Events
0,2,3,7
1,2,3,7
2,2,3,7
3,2,3,7
4,2,3,7

DETAILED_SCALING_EVENTS
Time,VM_ID,CPU_Utilization,Old_PEs,New_PEs,Old_Host,New_Host
8,0,70.371,2,3,0,1
8,3,71.775,2,3,0,0
9,1,73.635,2,3,0,0
9,2,74.84,2,3,0,2
10,4,72.569,2,3,0,0
13,0,81.915,2,3,1,1
13,3,79.413,2,3,0,0
14,1,84.733,2,3,0,0
14,2,81.254,2,3,2,2
15,4,84.187,2,3,0,0
18,0,87.658,2,3,1,1
18,3,84.875,2,3,0,0
19,1,85.827,2,3,0,0
19,2,83.853,2,3,2,2
20,4,85.012,2,3,0,0
23,0,87.991,2,3,1,1
23,3,90.14,2,3,0,0
24,1,88.521,2,3,0,0
24,2,87.687,2,3,2,2
25,4,92.147,2,3,0,0
28,0,91.982,2,3,1,1
28,3,85.637,2,3,0,0
29,1,93.256,2,3,0,0
29,2,91.076,2,3,2,2
30,4,89.017,2,3,0,0
33,0,82.686,2,3,1,1
33,3,90.028,2,3,0,0
34,1,80.222,2,3,0,0
34,2,81.633,2,3,2,2
35,4,82.741,2,3,0,0
38,0,79.318,2,3,1,1
38,3,74.103,2,3,0,0
39,1,72.625,2,3,0,0
39,2,74.536,2,3,2,2
41,4,72.782,2,3,0,0

CURRENT_VM_UTILIZATION
VM_ID,CPU_Utilization
0,70.371
4,82.741
0,49.883
2,52.417
2,74.84
4,54.698
0,79.318
4,72.782
2,83.853
1,93.256
1,84.733
2,91.076
3,85.637
0,81.915
0,91.982
3,90.028
1,54.134
1,80.222
2,74.536
3,84.875
4,84.187
2,87.687
3,79.413
4,92.147
1,88.521
0,87.658
1,72.625
1,73.635
4,85.012
0,87.991
3,71.775
4,89.017
4,72.569
0,82.686
2,81.254
3,90.14
1,85.827
2,81.633
3,74.103
3,49.718
